,accel_x,accel_y,accel_z
0,-0.173584,0.878906,-0.71814
1,0.163574,0.161499,-0.528076
2,0.240112,0.581421,0.094482
3,0.034058,1.221924,0.179565
4,-0.355957,1.643677,-0.345947
5,-0.262451,0.882568,-0.565552
6,0.060913,0.35022,-0.63501
7,0.251953,0.788452,0.07251
8,0.091187,1.203125,-0.061523
9,-0.316895,1.624146,-0.209961
10,-0.33728,1.228882,-0.606812
11,0.071289,0.341797,-0.728638
12,0.153076,0.454834,-0.237549
13,0.18103,0.930786,0.279663
14,-0.189819,1.090332,0.14624
15,-0.500244,1.541992,-0.578003
16,-0.147705,0.658936,-0.766235
17,0.118408,0.410522,-0.516235
18,0.248779,0.748169,0.074707
19,0.054199,1.06958,0.337769
20,-0.456177,1.457153,-0.39563
21,-0.300659,0.941406,-0.701294
22,0.052856,0.56604,-0.704712
23,0.277954,0.475952,0.05481
24,0.107666,1.032227,0.009033
25,-0.299072,1.484619,-0.062988
26,-0.405396,1.130615,-0.470825
27,-0.014526,0.333496,-0.650391
28,0.18042,0.322144,-0.281494
29,0.144043,0.890015,0.154175
30,-0.139404,1.560669,-0.010498
31,-0.51062,1.493408,-0.647339
32,-0.217651,0.926392,-0.633423
33,0.2146,0.29187,-0.374512
34,0.24707,0.715332,0.163452
35,0.071167,1.042114,0.077026
36,-0.374268,1.385376,-0.169434
37,-0.342407,1.126221,-0.496338
38,0.047607,0.371094,-0.614136
39,0.261597,0.400269,-0.311646
40,0.222046,0.67395,0.141968
41,-0.194092,1.619873,-0.075317
42,-0.645264,1.519043,-0.892944
43,-0.237793,0.893066,-0.575439
44,0.095825,0.26123,-0.559326
45,0.297729,0.589844,-0.00415
46,0.109497,0.87561,0.153076
47,-0.21228,1.049683,0.025024
48,-0.412354,1.18335,-0.376587
49,-0.164062,0.691528,-0.834106
