,accel_x,accel_y,accel_z
0,-0.034302,-0.791016,0.51355
1,0.281006,-0.4104,0.320435
2,0.289917,-0.574219,0.485718
3,-0.028198,-0.971313,0.56311
4,-0.344482,-1.507202,0.850708
5,-0.034058,-0.859375,0.547119
6,0.221436,-0.64502,0.45105
7,0.328247,-0.419189,0.334106
8,0.076172,-0.794312,0.40918
9,-0.219727,-1.230469,0.711914
10,-0.193481,-1.203491,0.660034
11,0.147827,-0.672852,0.326538
12,0.370239,-0.277832,0.256714
13,0.170288,-0.781006,0.299927
14,-0.074341,-1.087524,0.460693
15,-0.279541,-1.454224,0.771973
16,0.003052,-0.91394,0.522095
17,0.25,-0.573608,0.295898
18,0.27356,-0.508911,0.403564
19,0.026245,-0.970215,0.453735
20,-0.209351,-1.16272,0.626831
21,-0.189331,-1.080811,0.52124
22,0.195068,-0.466553,0.275024
23,0.230713,-0.403687,0.27002
24,-0.177002,-1.086426,0.352539
25,-0.455811,-1.536133,0.841187
26,0.0271,-0.656006,0.352417
27,0.268188,-0.392944,0.249878
28,0.146484,-0.674561,0.338501
29,-0.192993,-1.207886,0.476807
30,-0.322632,-1.41626,0.728516
31,0.074341,-0.695557,0.35083
32,0.294556,-0.386475,0.193237
33,0.125122,-0.775635,0.340576
34,-0.188843,-1.199951,0.490967
35,-0.28064,-1.253296,0.659302
36,0.119873,-0.689819,0.333862
37,0.321777,-0.228516,0.101318
38,0.076294,-0.711914,0.272339
39,-0.390259,-1.554443,0.746704
40,-0.115356,-0.921631,0.431763
41,0.145996,-0.713013,0.287842
42,0.311646,-0.402222,0.253662
43,0.113159,-0.751587,0.391479
44,-0.193726,-1.150513,0.542358
45,-0.372437,-1.323364,0.638672
46,0.012939,-0.766602,0.317017
47,0.300171,-0.394165,0.35376
48,0.218262,-0.561035,0.209595
49,-0.004639,-0.970825,0.530029
50,-0.34021,-1.538696,0.855225
51,0.005859,-0.944824,0.594971
52,0.30127,-0.584106,0.390747
53,0.344849,-0.283203,0.067993
