,accel_x,accel_y,accel_z
0,0.293457,-0.356934,-0.501587
1,0.068604,-0.734131,-0.962036
2,-0.380981,-1.220337,-0.723755
3,-0.354492,-1.166748,-0.268188
4,0.123047,-0.628906,0.107056
5,0.181885,-0.474121,-0.2677
6,0.070312,-0.421387,-0.935669
7,-0.228027,-0.982056,-0.877075
8,-0.525635,-1.513672,-0.462158
9,-0.023926,-0.800049,-0.054688
10,0.213745,-0.743774,-0.057495
11,0.282471,-0.277832,-0.502808
12,0.079956,-0.405273,-0.879639
13,-0.386475,-1.108154,-0.642578
14,-0.398926,-1.141602,-0.327026
15,0.053955,-0.791016,0.047485
16,0.104004,-0.56543,-0.386719
17,0.125854,-0.317749,-0.912842
18,-0.256958,-1.042847,-1.07251
19,-0.591919,-1.484131,-0.460693
20,-0.226685,-1.061768,-0.19397
21,0.143555,-0.548096,0.019897
22,0.260864,-0.223877,-0.48584
23,0.048584,-0.366211,-1.005493
24,-0.300903,-0.687256,-1.019287
25,-0.635498,-1.356567,-0.511841
26,-0.218872,-0.816895,-0.337646
27,0.028198,-0.704346,-0.323486
28,0.251343,-0.192139,-0.78418
29,0.078735,-0.236572,-1.125244
30,-0.454468,-0.8302,-1.155518
31,-0.509155,-1.174316,-0.507324
32,-0.000854,-0.80188,-0.253174
33,0.119141,-0.369507,-0.559326
34,-0.002441,-0.44104,-1.218506
35,-0.290161,-0.932007,-1.189697
36,-0.400146,-1.13501,-0.748901
37,0.044434,-0.735474,-0.260132
38,0.200439,-0.271851,-0.525024
39,0.15686,-0.17981,-0.92334
40,-0.252441,-0.497192,-1.249878
41,-0.626343,-1.259766,-0.828857
42,-0.233032,-0.880981,-0.35144
43,0.121216,-0.484497,-0.394043
44,0.162109,-0.303589,-0.885986
45,-0.031738,-0.433228,-1.248413
46,-0.480225,-1.250122,-1.022095
47,-0.107544,-0.864502,-0.425903
48,0.117188,-0.365234,-0.409302
49,0.165161,-0.140137,-0.816162
50,-0.147095,-0.386475,-1.236328
51,-0.500366,-1.205078,-0.870483
52,-0.088135,-0.737549,-0.420776
53,0.214478,-0.323486,-0.266968
54,0.111816,-0.175049,-1.022583
55,-0.329834,-0.859619,-1.282837
56,-0.312378,-0.929077,-0.790527
57,0.059448,-0.700439,-0.299438
58,0.158813,-0.088257,-0.61792
59,0.001099,-0.339966,-1.198608
60,-0.380859,-1.014404,-1.197998
61,-0.164185,-0.757446,-0.602783
62,0.071533,-0.462891,-0.383789
63,0.267334,-0.113037,-0.585571
64,-0.058228,-0.339844,-1.255737
65,-0.335083,-0.67749,-1.115112
66,-0.231323,-0.813843,-0.851318
67,0.040649,-0.591064,-0.457886
68,0.227539,-0.108398,-0.771362
69,0.043457,-0.072632,-1.055908
70,-0.381958,-0.825195,-1.189209
71,-0.14917,-0.775391,-0.594727
72,0.080811,-0.587036,-0.40332
73,0.227417,-0.201416,-0.60437
74,-0.024658,-0.192871,-1.250366
75,-0.370605,-0.715332,-1.191772
76,-0.193237,-0.799316,-0.66394
77,0.021484,-0.628296,-0.336182
78,0.200684,0.178345,-0.784668
79,0.028076,-0.107788,-1.169556
80,-0.391724,-0.969849,-1.145996
81,-0.078857,-0.807251,-0.588379
