,accel_x,accel_y,accel_z
0,0.489746,-0.379883,0.781616
1,0.496582,-0.356567,0.781738
2,0.496338,-0.333984,0.779541
3,0.493408,-0.37207,0.779907
4,0.485474,-0.396118,0.835571
5,0.496216,-0.336792,0.776001
6,0.487793,-0.390015,0.794189
7,0.488281,-0.375977,0.78125
8,0.490112,-0.375366,0.796631
9,0.483032,-0.398804,0.839722
10,0.487915,-0.383057,0.803955
11,0.486328,-0.383423,0.780029
12,0.487671,-0.382202,0.791504
13,0.483521,-0.4021,0.787476
14,0.48645,-0.38147,0.738281
15,0.488525,-0.400146,0.787231
16,0.486938,-0.389038,0.820068
17,0.483276,-0.393433,0.750488
18,0.490601,-0.349609,0.761108
19,0.486694,-0.383911,0.758423
20,0.483643,-0.377441,0.772095
21,0.481812,-0.422363,0.773438
22,0.4823,-0.385254,0.755981
23,0.484985,-0.379272,0.751465
24,0.481079,-0.373169,0.787231
25,0.478638,-0.411621,0.795654
26,0.487183,-0.37915,0.773926
27,0.485962,-0.395264,0.760986
28,0.482178,-0.352539,0.747437
29,0.477783,-0.401001,0.793701
30,0.485596,-0.408325,0.797363
31,0.485352,-0.394287,0.786377
32,0.480835,-0.394531,0.800049
33,0.481323,-0.412476,0.821655
34,0.482056,-0.399902,0.794922
35,0.483154,-0.395508,0.775635
36,0.482422,-0.403564,0.777466
37,0.484741,-0.376831,0.736694
38,0.47876,-0.404419,0.75415
39,0.486206,-0.355957,0.764771
40,0.484253,-0.36438,0.785767
41,0.475098,-0.415894,0.805664
42,0.484619,-0.355713,0.737671
43,0.477051,-0.384399,0.775879
44,0.479736,-0.404175,0.770386
45,0.478149,-0.363647,0.790161
46,0.485474,-0.407471,0.776855
47,0.479004,-0.384033,0.73999
48,0.479248,-0.397217,0.759644
49,0.473267,-0.436646,0.799805
50,0.471191,-0.410034,0.778809
51,0.479736,-0.350708,0.793213
52,0.47522,-0.401489,0.801147
53,0.47644,-0.391724,0.785156
54,0.477417,-0.408569,0.81665
55,0.482666,-0.407227,0.767822
56,0.47876,-0.385986,0.769043
57,0.478149,-0.390015,0.731323
58,0.477417,-0.377197,0.781372
59,0.473389,-0.414551,0.780762
60,0.478516,-0.36438,0.777466
61,0.476685,-0.394409,0.77124
62,0.474854,-0.394409,0.786011
63,0.477783,-0.406982,0.819824
64,0.476807,-0.423828,0.761719
65,0.475952,-0.405396,0.777588
66,0.47229,-0.375488,0.736328
67,0.473145,-0.408325,0.811157
68,0.462646,-0.447754,0.746216
69,0.477539,-0.340454,0.760742
70,0.476929,-0.392212,0.817749
71,0.473877,-0.397827,0.741821
72,0.471069,-0.404175,0.792236
73,0.468994,-0.434814,0.793457
74,0.472656,-0.370483,0.764526
75,0.471436,-0.399292,0.755737
76,0.474731,-0.416748,0.82251
77,0.461914,-0.419067,0.803711
78,0.476807,-0.349731,0.813477
79,0.46936,-0.409546,0.773926
80,0.473022,-0.359497,0.764526
81,0.473267,-0.360962,0.782349
82,0.471558,-0.40271,0.825928
83,0.469116,-0.386353,0.743774
84,0.472046,-0.402588,0.806641
85,0.468872,-0.409424,0.791138
86,0.4729,-0.385742,0.73645
87,0.471558,-0.389893,0.760132
88,0.464111,-0.454468,0.776611
89,0.467896,-0.398804,0.759155
90,0.465454,-0.395874,0.782471
91,0.466064,-0.395874,0.755859
92,0.463013,-0.422363,0.807739
93,0.466797,-0.401001,0.756226
94,0.463745,-0.455811,0.778564
95,0.464233,-0.413574,0.829224
96,0.469727,-0.409302,0.786621
97,0.467163,-0.427124,0.797119
98,0.467163,-0.383911,0.756592
99,0.465088,-0.415894,0.792114
100,0.466797,-0.398804,0.748291
101,0.465942,-0.419556,0.755493
102,0.46582,-0.4375,0.768066
103,0.471924,-0.395142,0.760986
104,0.464478,-0.423218,0.755371
105,0.468018,-0.406494,0.782715
106,0.463501,-0.455444,0.805542
107,0.471191,-0.365479,0.738403
108,0.464233,-0.428223,0.766724
109,0.468262,-0.398071,0.776611
110,0.466064,-0.391968,0.747803
111,0.466797,-0.406006,0.785156
112,0.468262,-0.411255,0.762451
113,0.470215,-0.401611,0.766724
114,0.465332,-0.393799,0.770752
115,0.466431,-0.406006,0.809082
116,0.469727,-0.387329,0.783325
117,0.469238,-0.411621,0.793457
118,0.463501,-0.398071,0.817383
119,0.463745,-0.41394,0.794922
120,0.472534,-0.376709,0.767456
121,0.46875,-0.391968,0.754395
122,0.46582,-0.415527,0.779175
123,0.465698,-0.403564,0.775391
124,0.468628,-0.394897,0.807617
125,0.465698,-0.419189,0.808716
126,0.464111,-0.400269,0.790527
127,0.467651,-0.395264,0.798462
128,0.460205,-0.424438,0.826172
129,0.470703,-0.388916,0.779541
130,0.463989,-0.431885,0.782959
131,0.46521,-0.406616,0.763428
132,0.470703,-0.416016,0.798706
133,0.466797,-0.425537,0.82373
134,0.467896,-0.392944,0.754761
135,0.461792,-0.440308,0.788574
136,0.464478,-0.394775,0.758545
137,0.464966,-0.385864,0.785156
138,0.470337,-0.415527,0.768311
139,0.467163,-0.415039,0.78125
140,0.46936,-0.404175,0.765137
141,0.462402,-0.403564,0.799438
142,0.467041,-0.401123,0.774536
143,0.470093,-0.379272,0.804565
144,0.466187,-0.414551,0.757935
145,0.471069,-0.397949,0.756714
146,0.470825,-0.383179,0.766968
147,0.468262,-0.40332,0.764648
148,0.467529,-0.397095,0.794189
149,0.471069,-0.376221,0.758911
150,0.457642,-0.45105,0.806396
151,0.464478,-0.400269,0.750854
152,0.469849,-0.395996,0.825684
153,0.466919,-0.404541,0.802124
154,0.467896,-0.409912,0.781372
155,0.471802,-0.369995,0.787476
156,0.472046,-0.428833,0.793457
157,0.467651,-0.395508,0.7677
158,0.474487,-0.348877,0.754883
159,0.467896,-0.422607,0.772705
160,0.474487,-0.352417,0.762451
161,0.463257,-0.418945,0.784668
162,0.465332,-0.424438,0.774902
163,0.464478,-0.401367,0.779663
164,0.467529,-0.394897,0.794922
165,0.46875,-0.414185,0.796387
166,0.466797,-0.43042,0.783447
167,0.469116,-0.397949,0.857666
168,0.465332,-0.450317,0.817505
169,0.470215,-0.417358,0.793335
170,0.467407,-0.416748,0.810303
171,0.466309,-0.408936,0.778809
172,0.470215,-0.400024,0.759766
173,0.467163,-0.397705,0.755859
174,0.460327,-0.444458,0.813232
175,0.469727,-0.438477,0.773315
176,0.474243,-0.36731,0.77417
177,0.473389,-0.408936,0.744385
178,0.469727,-0.397461,0.758179
179,0.467773,-0.441528,0.812134
180,0.473267,-0.39502,0.795166
181,0.465576,-0.405029,0.749512
182,0.461304,-0.408081,0.766846
183,0.47229,-0.389771,0.795898
184,0.464966,-0.452271,0.79541
185,0.469971,-0.405396,0.756958
186,0.469238,-0.397461,0.782227
187,0.471924,-0.379517,0.7771
188,0.463379,-0.424561,0.776001
189,0.472412,-0.425171,0.780273
190,0.497437,-0.409546,0.760742
191,0.466431,-0.401001,0.778687
192,0.465942,-0.397705,0.752075
193,0.470215,-0.402588,0.779053
194,0.465698,-0.378296,0.73999
195,0.467529,-0.406006,0.797241
196,0.470459,-0.384033,0.747437
197,0.473633,-0.37085,0.78125
198,0.468872,-0.402588,0.79126
199,0.463379,-0.406006,0.734741
200,0.466675,-0.425781,0.793579
201,0.470459,-0.388428,0.780151
202,0.465332,-0.411011,0.754883
203,0.46875,-0.429565,0.753418
204,0.47168,-0.381104,0.773315
205,0.466431,-0.406982,0.753784
206,0.466431,-0.421265,0.75647
207,0.466309,-0.411621,0.743042
208,0.469482,-0.404175,0.771484
209,0.46814,-0.38147,0.78064
210,0.466553,-0.385376,0.772949
211,0.471191,-0.413696,0.803833
212,0.466309,-0.421997,0.768188
213,0.4729,-0.415405,0.755005
214,0.463013,-0.437988,0.776611
215,0.468872,-0.422974,0.795044
216,0.46521,-0.40918,0.762451
217,0.464966,-0.420532,0.761719
218,0.466553,-0.386353,0.781738
219,0.463501,-0.417847,0.7771
220,0.469604,-0.397827,0.77124
221,0.4646,-0.425903,0.784546
222,0.469116,-0.434937,0.798462
223,0.466797,-0.416992,0.790283
224,0.469727,-0.395874,0.779053
225,0.46521,-0.402344,0.763428
226,0.466675,-0.415771,0.812378
227,0.466309,-0.376343,0.75769
228,0.467529,-0.431763,0.7948
229,0.468994,-0.4104,0.767944
230,0.466553,-0.385742,0.762817
231,0.470215,-0.393188,0.801025
232,0.471191,-0.370483,0.80542
233,0.463623,-0.415161,0.790039
234,0.468628,-0.398804,0.784302
235,0.464478,-0.380615,0.810669
236,0.469116,-0.39978,0.796265
237,0.468262,-0.391357,0.771362
238,0.458496,-0.436279,0.780151
239,0.46814,-0.418701,0.80481
240,0.469849,-0.399048,0.785767
241,0.466919,-0.426636,0.786133
242,0.471924,-0.373779,0.802002
243,0.470337,-0.416382,0.75415
244,0.466919,-0.417969,0.77478
245,0.471558,-0.40979,0.764404
246,0.473145,-0.394165,0.776245
247,0.470337,-0.37085,0.763306
248,0.466675,-0.426392,0.79187
249,0.469971,-0.39502,0.777588
250,0.472046,-0.424561,0.786011
251,0.46582,-0.375732,0.776245
252,0.473145,-0.390137,0.754883
253,0.466309,-0.425415,0.773193
254,0.470093,-0.402588,0.778931
255,0.463013,-0.437012,0.755005
256,0.470215,-0.381226,0.754883
257,0.468018,-0.398926,0.794678
258,0.46875,-0.411377,0.791016
259,0.471436,-0.390747,0.761719
260,0.465576,-0.409302,0.782959
261,0.471191,-0.390747,0.781372
262,0.471802,-0.410645,0.779419
263,0.474976,-0.441528,0.794067
264,0.474976,-0.388794,0.721802
265,0.469849,-0.410889,0.754761
266,0.474609,-0.416138,0.761475
267,0.469604,-0.416504,0.769287
268,0.471191,-0.393066,0.751099
269,0.471558,-0.402954,0.772583
270,0.4729,-0.377075,0.767212
271,0.475586,-0.376831,0.794067
272,0.469971,-0.413452,0.766479
273,0.470581,-0.436646,0.784058
274,0.477661,-0.384888,0.757202
275,0.471069,-0.379639,0.755127
276,0.470581,-0.412109,0.760376
277,0.466675,-0.411377,0.779175
278,0.473145,-0.409668,0.786621
279,0.469849,-0.4104,0.765015
280,0.469727,-0.399902,0.763428
281,0.474609,-0.41687,0.795532
282,0.469849,-0.410522,0.816772
283,0.469971,-0.401978,0.771118
284,0.471191,-0.377197,0.776367
285,0.473022,-0.4021,0.812988
286,0.474121,-0.403076,0.803223
287,0.470459,-0.408447,0.81604
288,0.473389,-0.401855,0.793579
289,0.471313,-0.401733,0.77771
290,0.46228,-0.473267,0.826416
291,0.471436,-0.386963,0.778442
292,0.468994,-0.411255,0.764648
293,0.467529,-0.410156,0.784912
294,0.46875,-0.402954,0.793213
295,0.463745,-0.39856,0.794556
296,0.473877,-0.391357,0.811035
297,0.472046,-0.405884,0.803223
298,0.46875,-0.387695,0.769897
299,0.473267,-0.438599,0.80603
