,accel_x,accel_y,accel_z
0,0.999878,-0.041138,-0.023315
1,1.000366,-0.038208,-0.035522
2,1.002319,-0.030151,-0.002686
3,1.000977,-0.018066,0.005859
4,1.000488,-0.038086,-0.013306
5,1.001953,-0.028687,-0.016846
6,1.000854,-0.029175,-0.041016
7,1.000488,-0.036499,-0.012695
8,0.995972,-0.04248,-0.038574
9,1.00061,-0.023926,-0.002441
10,0.997681,-0.022095,0.013672
11,1.005981,-0.034912,0.008789
12,1.00061,-0.074219,0.024902
13,1.000488,-0.037354,0.017578
14,1.00354,-0.041992,-0.016724
15,0.999756,-0.038452,-0.020752
16,0.996948,-0.066528,-0.021118
17,1.000854,-0.018677,0.009766
18,1.001099,-0.030518,0.026733
19,1.001953,-0.038452,0.008789
20,0.997437,-0.065674,0.017578
21,1.000732,-0.030762,0.007324
22,1.001465,-0.050781,0.014404
23,1.000488,-0.055298,-0.017334
24,0.999756,-0.026855,0.011963
25,1.000732,-0.032959,0.02832
26,0.997314,-0.037231,0.04834
27,0.997925,-0.028198,0.041626
28,1.004272,-0.02478,0.022827
29,1.006104,-0.000488,0.043213
30,0.991333,-0.035156,0.023926
31,1.00061,-0.029053,0.026978
32,0.998413,0.002075,0.094482
33,1.00061,-0.027344,0.049561
34,0.995483,-0.058472,0.046509
35,1.015991,-0.004028,0.060059
36,0.997925,-0.058838,0.051392
37,1.000366,-0.042603,0.035156
38,0.996094,-0.078979,0.016846
39,0.995728,-0.026733,0.027954
40,1.00061,-0.027832,0.047119
41,0.999512,-0.033691,0.021606
42,1.00061,-0.026001,0.019653
43,1.000488,-0.038208,0.03418
44,0.999634,-0.039062,0.039307
45,1.000244,-0.048218,0.078003
46,0.998535,-0.066772,0.049805
47,1.000977,-0.032959,0.004883
48,1.001343,-0.037109,0.027344
49,0.999512,-0.022583,0.017334
50,0.991821,-0.033325,0.04248
51,1.000488,-0.016357,0.040039
52,1.002808,-0.02771,0.051758
53,1.000732,-0.038086,0.040039
54,0.997803,-0.04834,0.033813
55,1.005615,-0.006348,0.059326
56,0.996704,-0.029175,0.062378
57,0.996094,-0.047729,0.032471
58,1.002319,-0.039185,0.046265
59,0.998291,-0.078979,0.042114
60,1.000122,-0.04248,0.022705
61,1.000122,-0.010986,0.042847
62,1.000977,-0.030029,0.083984
63,1.000732,-0.022827,0.037476
64,0.999023,-0.056274,0.022583
65,0.995483,-0.03125,0.032593
66,0.999268,-0.049561,0.02771
67,1.001709,-0.031128,0.006348
68,0.999878,-0.035645,0.040894
69,1.000732,-0.041138,0.013428
70,1.000977,-0.032349,0.02063
71,1.000122,-0.027466,0.077637
72,1.000488,-0.023071,0.04541
73,1.000244,-0.018799,0.061401
74,0.999756,-0.023926,0.05127
75,1.001221,-0.034668,0.038818
76,1.00061,-0.0177,0.048096
77,0.99939,-0.027222,0.057373
78,1.001831,-0.04541,0.058716
79,1.000488,-0.030151,0.050293
80,0.999512,-0.066284,0.065063
81,0.99646,-0.05835,0.077393
82,1.001343,-0.025635,0.052612
83,1.000488,-0.049927,0.032837
84,1.000488,-0.043091,0.047485
85,0.999878,-0.024048,0.0354
86,0.996948,-0.024048,0.033325
87,0.999634,-0.032104,0.037109
